,Unnamed: 0,_id,url,title,address,time_start,time_end,price_start,price_end,image,score_space,score_quality,score_price,score_service,score_location,total_score_comment_for_excellent,total_score_comment_for_good,total_score_comment_for_avg,total_score_comment_for_bad,avg_score_comment,title_first_chars
5198,5198,6469fb83b1064f9440f71542,https://www.foody.vn/ha-noi/nom-mai-nga-ham-long/binh-luan-13656127,"Nộm Mai Nga - Hàm Long ở Quận Hoàn Kiếm, Hà Nội | Bình luận - Nộm Mai Nga - Hàm Long | Huong Le | Foody.vn","25 Hàm Long, P. Hàng Bài Quận Hoàn Kiếm Hà Nội",10:00,21:00,20.000đ ,40.000,['https://images.foody.vn/res/g3/29544/prof/s576x330/foody-upload-api-foody-mobile-nom-mai-nga-200603103053.jpg'],['5.9'],['6.5'],['6.7'],['6.3'],['7.1'],2,35,22,6,6.5,Nộm Mai Nga - Hàm Lo
5200,5200,6469fb83b1064f9440f71544,https://www.foody.vn/ha-noi/banh-xeo-ton-duc-thang/binh-luan-15871784,"Bánh Xèo Tôn Đức Thắng - Thưởng Thức Hương Vị Bánh Xèo Ngon ở Quận Đống Đa, Hà Nội | Bình luận - Bánh Xèo*** | Hà Thu | Foody.vn",29 Tôn Đức Thắng Quận Đống Đa Hà Nội,16:00,22:00,20.000đ ,40.000,['https://images.foody.vn/res/g5/40657/prof/s576x330/foody-mobile-bx2-jpg-414-636074563638978935.jpg'],['5.9'],['7.1'],['7.2'],['6.6'],['7.3'],2,34,28,3,6.8,Bánh Xèo Tôn Đức Thắ
5224,5224,6469fb83b1064f9440f7155c,https://www.foody.vn/ha-noi/tao-pho-banh-mi-thit-xien-nghia-tan/binh-luan-996906,"Táo Phớ, Bánh Mì Thịt Xiên - Nghĩa Tân ở Quận Cầu Giấy, Hà Nội | Bình luận - Táo Phớ, Bánh Mì Thịt Xiên - Nghĩa Tân | Phạm Vân | Foody.vn","Ngõ 477 Hoàng Quốc Việt, P. Nghĩa Tân Quận Cầu Giấy Hà Nội",09:00,21:00,6.000đ ,22.000,['https://images.foody.vn/res/g10/97497/prof/s576x330/foody-mobile-bm1-jpg-641-635490479426464861.jpg'],['5.7'],['6.7'],['6.7'],['6.3'],['7.3'],0,1,2,0,6.5,"Táo Phớ, Bánh Mì Thị"
5226,5226,6469fb83b1064f9440f7155e,https://www.foody.vn/ha-noi/banh-xeo-nghia-tan/binh-luan-16427734,"Bánh Xèo - Nghĩa Tân ở Quận Cầu Giấy, Hà Nội | Bình luận - MỘT QUÁN BÁNH XÈO VỚI THÁI ĐỘ PHỤC VỤ TỆ CỦA TỆ! | Linh Phạm | Foody.vn","101B A14 Nghĩa Tân, P. Nghĩa Tân Quận Cầu Giấy Hà Nội",10:00,14:00 | 15:30 ,20.000đ ,50.000,['https://images.foody.vn/res/g11/100187/prof/s576x330/foody-mobile-banh-xeo1-jpg-888-636184443124779706.jpg'],['5.9'],['6.3'],['6.6'],['6.2'],['6.7'],1,7,7,3,6.3,Bánh Xèo - Nghĩa Tân
5232,5232,6469fb83b1064f9440f71564,https://www.foody.vn/ha-noi/pho-am-thuc-hang-buom/binh-luan-3373864,"Phố Ẩm Thực - Hàng Buồm ở Quận Hoàn Kiếm, Hà Nội | Bình luận - Phố Ẩm Thực - Hàng Buồm | Mai Hươngg | Foody.vn",Hàng Buồm Quận Hoàn Kiếm Hà Nội,19:00,23:30,10.000đ ,50.000,[],['6.5'],['6.6'],['6.6'],['6.6'],['7.4'],0,13,11,1,6.7,Phố Ẩm Thực - Hàng B
5263,5263,6469fb83b1064f9440f71583,https://www.foody.vn/ha-noi/vuvuzela-beer-club-pham-ngoc-thach/binh-luan-2620601,"Vuvuzela Beer Club - Phạm Ngọc Thạch ở Quận Đống Đa, Hà Nội | Bình luận - Vuvuzela Beer Club - Phạm Ngọc Thạch | foodee_a4c698cc | Foody.vn",B4 Phạm Ngọc Thạch Quận Đống Đa Hà Nội,09:00,23:00,100.000đ ,250.000,['https://images.foody.vn/res/g10/92376/prof/s576x330/foody-mobile-vuvuzela-pham-ngoc-t-924-635790708195213816.jpg'],['7.7'],['9.1'],['9.1'],['8.0'],['9.1'],4,4,2,0,8.6,Vuvuzela Beer Club -
5264,5264,6469fb83b1064f9440f71584,https://www.foody.vn/ha-noi/loan-beo-banh-xeo-nem-lui/binh-luan-6452322,"Loan Béo - Bánh Xèo Nem Lụi ở Quận Ba Đình, Hà Nội | Bình luận - Loan Béo - Bánh Xèo Nem Lụi | Quang Duy | Foody.vn","153D Đội Cấn, P. Đội Cấn Quận Ba Đình Hà Nội",16:00,23:00,10.000đ ,50.000,['https://images.foody.vn/res/g67/661196/prof/s576x330/foody-mobile-1487-jpg-812-636311307305782351.jpg'],['6.9'],['7.2'],['7.2'],['6.9'],['7.5'],3,19,9,2,7.1,Loan Béo - Bánh Xèo 
5265,5265,6469fb83b1064f9440f71585,https://www.foody.vn/ha-noi/banh-cuon-ba-xuan/binh-luan-12988520,"Bánh Cuốn Bà Xuân ở Quận Ba Đình, Hà Nội | Bình luận - Bánh Cuốn Bà Xuân | Quỳnhchi Nguyễn | Foody.vn","16 Dốc Hòe Nhai, P. Nguyễn Trung Trực Quận Ba Đình Hà Nội",07:00,12:00 | 16:00 ,15.000đ ,30.000,[],['5.8'],['6.1'],['7.0'],['5.9'],['7.0'],0,13,7,4,6.4,Bánh Cuốn Bà Xuân ở 
5266,5266,6469fb83b1064f9440f71586,https://www.foody.vn/ha-noi/huong-banh-xeo-nem-lui,"Hường - Bánh Xèo & Nem Lụi ở Quận Hoàng Mai, Hà Nội | Foody.vn","Ngõ 296 Minh Khai, Ngách 86, Số Nhà 42, P. Mai Động Quận Hoàng Mai Hà Nội",15:00,23:00,20.000đ ,50.000,['https://images.foody.vn/res/g17/165255/prof/s576x330/foody-mobile-bnash-xeo1-jpg-599-636141282610128069.jpg'],['5.1'],['5.5'],['5.7'],['5.2'],['6.1'],3,12,19,16,5.5,Hường - Bánh Xèo & N
5268,5268,6469fb83b1064f9440f71588,https://www.foody.vn/ha-noi/gia-dinh-quan-ngon-banh-xeo-nem-lui-153a-doi-can/binh-luan-15848442,"Gia Đình Quán Ngon - Bánh Xèo & Nem Lụi - 153A Đội Cấn ở Quận Ba Đình, Hà Nội | Bình luận - Tuyển sỉ toàn quốc | Hà Thu | Foody.vn",153A Đội Cấn Quận Ba Đình Hà Nội,08:00,22:00,10.000đ ,30.000,['https://images.foody.vn/res/g22/211723/prof/s576x330/file_restaurant_photo_seaq_16148-fb9139d5-210304105358.jpg'],['6.3'],['7.4'],['7.5'],['7.3'],['7.8'],4,22,6,3,7.2,Gia Đình Quán Ngon -
5269,5269,6469fb83b1064f9440f71589,https://www.foody.vn/ha-noi/bep-nha-vit-do-an-han-quoc/binh-luan-13650779,"Bếp Nhà Vịt - Đồ Ăn Hàn Quốc ở Quận Hoàng Mai, Hà Nội | Bình luận - Bếp Nhà Vịt - Đồ Ăn Hàn Quốc | Thảo Anh | Foody.vn","5 Ngõ 140/30/6 Đông Thiên, P. Vĩnh Hưng Quận Hoàng Mai Hà Nội",10:00,17:00,25.000đ ,60.000,['https://images.foody.vn/res/g91/900894/prof/s576x330/foody-upload-api-foody-mobile-avat-hq-190402102820.jpg'],['6.6'],['7.3'],['7.7'],['7.3'],['7.9'],4,5,1,2,7.4,Bếp Nhà Vịt - Đồ Ăn 
5272,5272,6469fb83b1064f9440f7158c,https://www.foody.vn/ha-noi/banh-xeo-nam-bo/binh-luan-2607756,"Bánh Xèo Nam Bộ - Yên Phụ ở Quận Tây Hồ, Hà Nội | Bình luận - Bánh Xèo Nam Bộ - Yên Phụ | Hải Yến | Foody.vn","163 Yên Phụ, P. Quảng An Quận Tây Hồ Hà Nội",07:00,19:00,20.000đ ,50.000,['https://images.foody.vn/res/g7/61310/prof/s576x330/foody-mobile-bx1-jpg-902-635784240713411039.jpg'],['4.1'],['4.5'],['4.8'],['4.3'],['5.2'],0,6,12,14,4.6,Bánh Xèo Nam Bộ - Yê
5273,5273,6469fb83b1064f9440f7158d,https://www.foody.vn/ha-noi/khu-an-uong-cho-nghia-tan/binh-luan-2689950,"Khu Ăn Uống Chợ Nghĩa Tân ở Quận Cầu Giấy, Hà Nội | Bình luận - Khu Ăn Uống Chợ Nghĩa Tân | Quỳnhchi Nguyễn | Foody.vn","Chợ Nghĩa Tân, P. Nghĩa Tân Quận Cầu Giấy Hà Nội",07:00,20:00,10.000đ ,35.000,[],['6.1'],['7.0'],['7.0'],['6.6'],['7.6'],0,26,20,3,6.9,Khu Ăn Uống Chợ Nghĩ
5276,5276,6469fb83b1064f9440f71590,https://www.foody.vn/ha-noi/cap-seafood-dang-van-ngu/binh-luan-8740537,"Cạp - Seafood - Đặng Văn Ngữ ở Quận Đống Đa, Hà Nội | Bình luận - Cạp - Seafood - Đặng Văn Ngữ | Quỳnhchi Nguyễn | Foody.vn",101B D2 Đặng Văn Ngữ Quận Đống Đa Hà Nội,07:00,23:00,100.000đ ,300.000,['https://images.foody.vn/res/g17/169454/prof/s576x330/foody-mobile-cap640-jpg-581-635817094495111932.jpg'],['6.6'],['6.7'],['7.1'],['6.7'],['7.1'],5,130,63,17,6.8,Cạp - Seafood - Đặng
5278,5278,6469fb83b1064f9440f71592,https://www.foody.vn/ha-noi/sam-won-am-thuc-han-quoc/binh-luan-12007884,"Sam Won - Ẩm Thực Hàn Quốc ở Quận Cầu Giấy, Hà Nội | Bình luận - Sam Won - Ẩm Thực Hàn Quốc | Hồng Lương Thị | Foody.vn","68 Dương Đình Nghệ, P. Yên Hòa Quận Cầu Giấy Hà Nội",08:00,22:00,50.000đ ,110.000,['https://images.foody.vn/res/g4/38539/prof/s576x330/foody-mobile-6buuqftj-jpg-694-635816366659957550.jpg'],['6.0'],['7.5'],['7.6'],['6.9'],['7.8'],1,11,7,1,7.2,Sam Won - Ẩm Thực Hà
5279,5279,6469fb83b1064f9440f71593,https://www.foody.vn/ha-noi/banh-xeo-nem-lui-ngoc-duong-125-doi-can/binh-luan-11479023,"Bánh Xèo Nem Lụi Ngọc Dương 125 - Đội Cấn ở Quận Ba Đình, Hà Nội | Bình luận - Bánh rán ỉu quá | Pặc Bông | Foody.vn","Tầng 2, 125 Đội Cấn Quận Ba Đình Hà Nội",11:00,14:00 | 15:30 ,20.000đ ,50.000,['https://images.foody.vn/res/g14/131081/prof/s576x330/foody-upload-api-foody-mobile-4-200817103613.jpg'],['5.4'],['6.4'],['6.8'],['6.1'],['7.0'],2,5,5,5,6.3,Bánh Xèo Nem Lụi Ngọ
5319,5319,6469fb83b1064f9440f715bb,https://www.foody.vn/ha-noi/cong-vien-nuoc-vinpearl-royal-city,"Công Viên Nước Vinpearl - Royal City ở Quận Thanh Xuân, Hà Nội | Foody.vn","Tầng B2, Royal City, 72A Nguyễn Trãi Quận Thanh Xuân Hà Nội",08:00,21:30,100.000đ ,220.000,['https://images.foody.vn/res/g15/145482/prof/s576x330/foody-mobile-cnv-jpg-200-635720365116869143.jpg'],['6.0'],['7.0'],['7.3'],['7.0'],['7.7'],0,1,2,0,7.0,Công Viên Nước Vinpe
5320,5320,6469fb83b1064f9440f715bc,https://www.foody.vn/ha-noi/kizciti-thanh-pho-huong-nghiep,"Kizciti - Thành Phố Hướng Nghiệp ở Quận Thanh Xuân, Hà Nội | Foody.vn","Tầng B1, Royal City, 72A Nguyễn Trãi Quận Thanh Xuân Hà Nội",09:30,21:00 | 09:30 ,100.000đ ,320.000,['https://images.foody.vn/res/g12/110091/prof/s576x330/foody-mobile-kiz-jpg-155-635554427088716131.jpg'],['8.0'],['8.7'],['8.7'],['8.3'],['8.7'],1,2,0,0,8.5,Kizciti - Thành Phố 
5321,5321,6469fb83b1064f9440f715bd,https://www.foody.vn/ha-noi/cong-vien-nuoc-ho-tay,"Công Viên Nước Hồ Tây ở Quận Tây Hồ, Hà Nội | Foody.vn",614 Lạc Long Quân Quận Tây Hồ Hà Nội,07:00,21:30,100.000đ ,330.000,['https://images.foody.vn/res/g4/37754/prof/s576x330/foody-mobile-cvn2-jpg-295-635543245536091681.jpg'],['6.6'],['6.8'],['7.1'],['6.8'],['7.8'],0,6,4,0,7.0,Công Viên Nước Hồ Tâ
5322,5322,6469fb83b1064f9440f715be,https://www.foody.vn/ha-noi/vinpearl-aquarium-times-city,"Vinpearl Aquarium - Times City ở Quận Hai Bà Trưng, Hà Nội | Foody.vn","Tầng B1, Times City, 458 Minh Khai Quận Hai Bà Trưng Hà Nội",08:00,21:00,100.000đ ,200.000,['https://images.foody.vn/res/g6/51336/prof/s576x330/foody-mobile-vinpearl-aquarium-times-city-ha-noi-140227042147.jpg'],['6.8'],['7.8'],['8.0'],['7.8'],['8.3'],2,19,3,0,7.8,Vinpearl Aquarium - 
5323,5323,6469fb83b1064f9440f715bf,https://www.foody.vn/ha-noi/cong-vien-nuoc-water-fun,"Công Viên Nước Water Fun ở Quận Hà Đông, Hà Nội | Foody.vn","Khu Du Lịch Thể Thao Cây Xanh, Tô Hiệu, P. Hà Cầu Quận Hà Đông Hà Nội",06:00,20:00,100.000đ ,200.000,['https://images.foody.vn/res/g76/751119/prof/s576x330/foody-upload-api-foody-mobile-fun-jpg-180615134330.jpg'],['8.0'],['8.0'],['8.0'],['8.0'],['9.0'],0,1,0,0,8.2,Công Viên Nước Water
5351,5351,6469fb83b1064f9440f715db,https://www.foody.vn/ha-noi/khu-vui-choi-tre-em-tttm-trung-hoa-nhan-chinh/binh-luan,"Khu Vui Chơi Trẻ Em - TTTM Trung Hòa Nhân Chính ở Quận Cầu Giấy, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Khu Vui Chơi Trẻ Em - TTTM Trung H","Hầm B1 Tòa N05, TTTM Trung Hòa Nhân Chính, P. Trung Hòa Quận Cầu Giấy Hà Nội",09:00,21:00,20.000đ ,50.000,['https://images.foody.vn/res/g23/228098/prof/s576x330/foody-mobile-6-jpg-784-635992548076315274.jpg'],[],[],[],[],[],0,0,0,0,0.0,Khu Vui Chơi Trẻ Em 
5358,5358,6469fb83b1064f9440f715e2,https://www.foody.vn/ha-noi/khu-vui-choi-thieu-nhi-ha-dong,"Khu Vui Chơi Thiếu Nhi - Hà Đông ở Quận Hà Đông, Hà Nội | Foody.vn",Cầu Trắng Quận Hà Đông Hà Nội,08:00,21:00,20.000đ ,100.000,['https://images.foody.vn/res/g14/133093/prof/s576x330/foody-mobile-vui-choi1-jpg-147-635665063686345051.jpg'],['6.0'],['7.0'],['9.0'],['6.0'],['9.0'],0,1,0,0,7.4,Khu Vui Chơi Thiếu N
5371,5371,6469fb83b1064f9440f715ef,https://www.foody.vn/ha-noi/kubo-khu-vui-choi-cho-be-big-c-thang-long/binh-luan,"Kubo - Khu Vui Chơi Cho Bé - Big C Thăng Long ở Quận Cầu Giấy, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Kubo - Khu Vui Chơi Cho Bé - Big C T","Big C Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa Quận Cầu Giấy Hà Nội",09:00,21:30,50.000đ ,80.000,['https://images.foody.vn/res/g106/1055922/prof/s576x330/foody-upload-api-foody-mobile-14463225_12696715897-201116170110.jpg'],[],[],[],[],[],0,0,0,0,0.0,Kubo - Khu Vui Chơi 
5373,5373,6469fb83b1064f9440f715f1,https://www.foody.vn/ha-noi/moo-beef-steak-ii/binh-luan-11345793,"Moo Beef Steak II - Các món ngon từ miền Tây nước Mỹ ở Quận Hoàn Kiếm, Hà Nội | Bình luận - Moo Beef Steak | Phương Hà | Foody.vn","59A Trần Quốc Toản, P. Trần Hưng Đạo Quận Hoàn Kiếm Hà Nội",11:00,14:00 | 17:00 ,80.000đ ,165.000,['https://images.foody.vn/res/g1/2619/prof/s576x330/foody-mobile-moobs-jpg-438-636026232798058589.jpg'],['6.5'],['8.1'],['8.1'],['7.8'],['8.2'],11,76,11,1,7.8,Moo Beef Steak II - 
5374,5374,6469fb83b1064f9440f715f2,https://www.foody.vn/ha-noi/khu-vui-choi-van-hoa-ho-van-van-mieu/binh-luan,"Khu Vui Chơi Văn Hóa Hồ Văn - Văn Miếu ở Quận Đống Đa, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Khu Vui Chơi Văn Hóa Hồ Văn - Văn Miếu | Foo",58 Quốc Tử Giám Quận Đống Đa Hà Nội,08:00,22:00,10.000đ ,100.000,['https://images.foody.vn/res/g76/751967/prof/s576x330/foody-upload-api-foody-mobile-go-jpg-180620115701.jpg'],[],[],[],[],[],0,0,0,0,0.0,Khu Vui Chơi Văn Hóa
5375,5375,6469fb83b1064f9440f715f3,https://www.foody.vn/ha-noi/ti-s-play-house/binh-luan,"Tis Play House ở Quận Hai Bà Trưng, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Ti's Play House | Foody.vn",339 Trần Khát Chân Quận Hai Bà Trưng Hà Nội,09:00,22:00,20.000đ ,100.000,['https://images.foody.vn/res/g19/188457/prof/s576x330/foody-mobile-11052417_33625432658-327-635990171735893009.jpg'],[],[],[],[],[],0,0,0,0,0.0,Tis Play House ở Quậ
5376,5376,6469fb83b1064f9440f715f4,https://www.foody.vn/ha-noi/cong-vien-mat-troi-moi-ho-tay/binh-luan,"Công Viên Mặt Trời Mới - Hồ Tây ở Quận Tây Hồ, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Công Viên Mặt Trời Mới - Hồ Tây | Foody.vn",614 Lạc Long Quân Quận Tây Hồ Hà Nội,08:30,20:00,10.000đ ,30.000,['https://images.foody.vn/res/g63/629803/prof/s576x330/foody-mobile-mtroi-jpg-231-636205296683005952.jpg'],[],[],[],[],[],0,0,0,0,0.0,Công Viên Mặt Trời M
5377,5377,6469fb83b1064f9440f715f5,https://www.foody.vn/ha-noi/buratino-park-me-linh-plaza/binh-luan,"Buratino Park - Mê Linh Plaza ở Huyện Mê Linh, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Buratino Park - Mê Linh Plaza | Foody.vn",Meelinh Plaza Huyện Mê Linh Hà Nội,09:00,21:00,10.000đ ,20.000,['https://images.foody.vn/res/g16/153501/prof/s576x330/foody-mobile-4-jpg-431-635816428732214578.jpg'],[],[],[],[],[],0,0,0,0,0.0,Buratino Park - Mê L
5379,5379,6469fb83b1064f9440f715f7,https://www.foody.vn/ha-noi/trung-tam-vui-choi-kinder-park-lac-long-quan/binh-luan,"Trung Tâm Vui Chơi Kinder Park - Lạc Long Quân ở Quận Tây Hồ, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Trung Tâm Vui Chơi Kinder Park - Lạc ",614 Lạc Long Quân Quận Tây Hồ Hà Nội,09:00,18:30,20.000đ ,200.000,['https://images.foody.vn/res/g14/137965/prof/s576x330/foody-mobile-2-jpg-371-635678223135764811.jpg'],[],[],[],[],[],0,0,0,0,0.0,Trung Tâm Vui Chơi K
5415,5415,6469fb83b1064f9440f7161b,https://www.foody.vn/ha-noi/quan-an-ngon-royal-city/binh-luan-12584904,"Quán Ăn Ngon - Royal City ở Quận Thanh Xuân, Hà Nội | Bình luận - Quán Ăn Ngon - Royal City | Quỳnhchi Nguyễn | Foody.vn","  B2 Royal City, 72A Nguyễn Trãi 
                                    ",09:30,22:00,100.000đ ,132.000,[],['5.8'],['7.1'],['7.1'],['6.8'],['7.5'],2,46,19,6,6.9,Quán Ăn Ngon - Royal
5417,5417,6469fb83b1064f9440f7161d,https://www.foody.vn/ha-noi/moo-beef-steak-i,"Moo Beef Steak I - Các món ngon từ miền Tây nước Mỹ ở Quận Cầu Giấy, Hà Nội | Foody.vn",Ngõ 113 Nguyễn Thị Định Quận Cầu Giấy Hà Nội,10:30,22:00,100.000đ ,300.000,['https://images.foody.vn/res/g1/556/prof/s576x330/foody-mobile-moo-bst-jpg-287-636023636359743050.jpg'],['6.7'],['7.8'],['8.1'],['7.1'],['8.4'],6,37,7,1,7.6,Moo Beef Steak I - C
5418,5418,6469fb83b1064f9440f7161e,https://www.foody.vn/ha-noi/bit-tet-ong-loi/binh-luan-12154643,"Bít Tết Ông Lợi ở Quận Hoàn Kiếm, Hà Nội | Bình luận - Ko ngon như ngày xưa | Mai Trần | Foody.vn",51 Hàng Buồm Quận Hoàn Kiếm Hà Nội,16:30,21:00,30.000đ ,400.000,['https://images.foody.vn/res/g3/25069/prof/s576x330/file_restaurant_photo_iwed_16064-09e637b6-201127132503.jpeg'],['5.3'],['6.3'],['6.3'],['6.1'],['6.4'],1,15,16,7,6.1,Bít Tết Ông Lợi ở Qu
5419,5419,6469fb83b1064f9440f7161f,https://www.foody.vn/ha-noi/bun-dau-lang-mo-noi-tieng-ha-thanh/binh-luan-17164962,"Bún Đậu Nghĩa Tân - Nổi Tiếng Hà Thành ở Quận Cầu Giấy, Hà Nội | Bình luận - Bún Đậu Nghĩa Tân | Xuan Duy | Foody.vn","104 C3 Nghĩa Tân, P. Nghĩa Tân Quận Cầu Giấy Hà Nội",09:00,21:00,15.000đ ,44.000,['https://images.foody.vn/res/g5/44565/prof/s576x330/foody-upload-api-foody-mobile-1cdd971d-6323-47e0-9-200324133910.jpg'],['6.7'],['7.0'],['7.1'],['6.8'],['7.3'],4,50,16,10,7.0,Bún Đậu Nghĩa Tân - 
5420,5420,6469fb83b1064f9440f71620,https://www.foody.vn/ha-noi/hung-ha-xoi-chao-ga-tan/binh-luan-146485,"Hùng Hà - Xôi, Cháo & Gà Tần ở Quận Hai Bà Trưng, Hà Nội | Bình luận - Giá bình dân | Đức Hiếu Phạm | Foody.vn",541 Minh Khai Quận Hai Bà Trưng Hà Nội,09:00,21:00,20.000đ ,55.000,['https://images.foody.vn/res/g5/43527/prof/s576x330/foody-mobile-hung-ha-xoi-chao-ga-tan-ha-noi-131104043107.jpg'],['6.0'],['7.0'],['7.0'],['7.0'],['8.0'],0,1,0,0,7.0,"Hùng Hà - Xôi, Cháo "
5421,5421,6469fb83b1064f9440f71621,https://www.foody.vn/ha-noi/chao-sup-linh-hoa/binh-luan-16757893,"Cháo Súp Linh Hoa - 503 Kim Ngưu ở Quận Hai Bà Trưng, Hà Nội | Bình luận - Cháo Súp Linh Hoa - 503 Kim Ngưu | Huyền B.Ngọc | Foody.vn",503 Kim Ngưu Quận Hai Bà Trưng Hà Nội,06:30,13:30 | 15:00 ,25.000đ ,50.000,['https://images.foody.vn/res/g5/43624/prof/s576x330/file_restaurant_photo_8uvo_16547-df943717-220609135941.jpg'],['3.7'],['4.0'],['4.3'],['4.0'],['4.7'],0,0,2,1,4.1,Cháo Súp Linh Hoa - 
5426,5426,6469fb83b1064f9440f71626,https://www.foody.vn/ha-noi/steak-wines-steak-wines/binh-luan-11044735,"Khoruou Gourmet - Steak & Wines ở Quận Đống Đa, Hà Nội | Bình luận - Dịch vụ quá quá chán ... | Hảo Phạm | Foody.vn","91 Hoàng Cầu, P. Ô Chợ Dừa Quận Đống Đa Hà Nội",10:00,22:00,200.000đ ,500.000,['https://images.foody.vn/res/g95/942772/prof/s576x330/foody-upload-api-foody-mobile-avar10-190726100932.jpg'],['8.3'],['9.0'],['9.1'],['8.9'],['9.3'],15,6,0,1,8.9,Khoruou Gourmet - St
5427,5427,6469fb83b1064f9440f71627,https://www.foody.vn/ha-noi/bun-dau-mam-tom-vuon-hoa-tang-bat-ho/binh-luan-1156792,"Bún Đậu Mắm Tôm - Vườn Hoa Tăng Bạt Hổ ở Quận Hai Bà Trưng, Hà Nội | Bình luận - Bún Đậu Mắm Tôm - Vườn Hoa Tăng Bạt Hổ | thai dung Nguyen | Foody.vn",Tăng Bạt Hổ Quận Hai Bà Trưng Hà Nội,10:00,22:00,35.000đ ,66.000,['https://images.foody.vn/res/g5/44242/prof/s576x330/foody-mobile-hmb-f-jpg-599-635780240869775154.jpg'],['5.0'],['6.0'],['6.3'],['5.8'],['6.3'],0,2,0,2,5.9,Bún Đậu Mắm Tôm - Vư
5428,5428,6469fb83b1064f9440f71628,https://www.foody.vn/ha-noi/bit-tet-hoe-nhai/binh-luan-2908923,"Bít Tết - Hòe Nhai ở Quận Ba Đình, Hà Nội | Bình luận - Pate thơm ngậy 👍 | Nhat Huyen | Foody.vn",Hòe Nhai Quận Ba Đình Hà Nội,08:00,22:30,35.000đ ,72.000,['https://images.foody.vn/res/g4/31401/prof/s576x330/foody-mobile-bit-tet-hoe-nhai-ha-noi.jpg'],['6.3'],['6.9'],['7.1'],['6.8'],['7.5'],4,50,36,2,6.9,Bít Tết - Hòe Nhai ở
5434,5434,6469fb83b1064f9440f7162e,https://www.foody.vn/ha-noi/banh-bao-banh-mi-bit-tet-dinh-liet/binh-luan-15429769,"Bánh Bao & Bánh Mì Bít Tết - Đinh Liệt ở Quận Hoàn Kiếm, Hà Nội | Bình luận - Ngon & rẻ | user user | Foody.vn","38 Đinh Liệt, P. Hàng Đào Quận Hoàn Kiếm Hà Nội",07:00,01:00,10.000đ ,60.000,['https://images.foody.vn/res/g9/83734/prof/s576x330/foody-mobile-38-dinh-liet-mb-jpg-993-635833568681999750.jpg'],['6.6'],['7.5'],['7.7'],['7.3'],['7.9'],10,24,6,5,7.4,Bánh Bao & Bánh Mì B
5464,5464,6469fb83b1064f9440f7164c,https://www.foody.vn/ha-noi/bich-beo-chao-long-bun-dau/binh-luan-13714158,"Bích Béo - Cháo Lòng & Bún Đậu ở Quận Hai Bà Trưng, Hà Nội | Bình luận - Bích Béo - Cháo Lòng & Bún Đậu | Ngô Quỳnh | Foody.vn",287 Trần Đại Nghĩa Quận Hai Bà Trưng Hà Nội,06:00,22:30,20.000đ ,50.000,['https://images.foody.vn/res/g21/209333/prof/s576x330/foody-mobile-cl-jpg-509-635901180086463261.jpg'],['5.8'],['6.9'],['7.3'],['6.7'],['7.3'],4,29,12,5,6.8,Bích Béo - Cháo Lòng
5466,5466,6469fb83b1064f9440f7164e,https://www.foody.vn/ha-noi/hang-beo-bun-dau-mam-tom/binh-luan-4858157,"Bún Đậu Hằng Béo - Ngõ Văn Chương ở Quận Đống Đa, Hà Nội | Bình luận - Hằng Béo - Bún Đậu Mắm Tôm | tep_2002 | Foody.vn",Ngõ Văn Chương (Ngã 5 Tiểu Học Văn Chương) Quận Đống Đa Hà Nội,10:00,15:00,15.000đ ,30.000,['https://images.foody.vn/res/g27/260701/prof/s576x330/foody-mobile-bd-vc-jpg-278-636053168239573273.jpg'],['7.6'],['8.3'],['8.4'],['8.3'],['8.7'],3,2,2,0,8.3,Bún Đậu Hằng Béo - N
5468,5468,6469fb83b1064f9440f71650,https://www.foody.vn/ha-noi/bun-dau-ke-mo/binh-luan-13166513,"Bún Đậu Kẻ Mơ ở Quận Cầu Giấy, Hà Nội | Bình luận - Không ngon với giá tiền. | foodee_7qnhl15n | Foody.vn","173 Trung Kính, P. Yên Hoà Quận Cầu Giấy Hà Nội",10:30,14:30 | 17:00 ,20.000đ ,50.000,['https://images.foody.vn/res/g8/71235/prof/s576x330/foody-mobile-bun-dua-jpg-856-636367703309691215.jpg'],['6.4'],['6.5'],['6.6'],['6.5'],['6.9'],10,6,3,9,6.6,Bún Đậu Kẻ Mơ ở Quận
5510,5510,6469fb83b1064f9440f7167a,https://www.foody.vn/ha-noi/nem-nuong-ninh-hoa-ngoc-lam/binh-luan-9333607,"Hoa Béo - Nem Nướng Ninh Hòa - Ngọc Lâm ở Quận Long Biên, Hà Nội | Bình luận - Đồ ăn OK | foodee_4cbd6e11 | Foody.vn","33 Ngõ 154 Ngọc Lâm, P. Ngọc Lâm Quận Long Biên Hà Nội",14:00,21:00,25.000đ ,30.000,['https://images.foody.vn/res/g72/712720/prof/s576x330/foody-upload-api-foody-mobile-seatalk_img_15845237-200319094041.jpg'],['7.3'],['7.8'],['7.8'],['7.7'],['8.2'],4,9,2,2,7.8,Hoa Béo - Nem Nướng 
